date,open,high,low,close,volume,weekend,holiday,volume_^NDX,OHLC_^NDX,volume_REMX,OHLC_REMX,OHLC_TSLA,HLC_TSLA,close_diff_TSLA,MA200_TSLA,MA100_TSLA,MA50_TSLA,MA26_TSLA,MA20_TSLA,MA12_TSLA,MA4_TSLA,MA3_TSLA,DIFF-MA200-MA50_TSLA,DIFF-MA200-MA100_TSLA,DIFF-MA200-CLOSE_TSLA,DIFF-MA100-CLOSE_TSLA,DIFF-MA50-CLOSE_TSLA,MA200_low_TSLA,MA14_low_TSLA,MA200_high_TSLA,MA14_high_TSLA,MA20dSTD_TSLA,EMA12_TSLA,EMA20_TSLA,EMA26_TSLA,EMA100_TSLA,EMA200_TSLA,close_shift-1_TSLA,close_shift-2_TSLA,Bollinger_Upper_TSLA,Bollinger_Lower_TSLA,K-ratio_TSLA,RSI_TSLA,MACD_TSLA
2020-07-10,93.06666564941406,103.2613296508789,91.73400115966797,102.97666931152344,350064000.0,0,0,3537510000.0,10767.590087890625,57700.0,35.94742607919383,97.7596664428711,99.32400004069011,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,102.97666931152344,102.97666931152344,102.97666931152344,102.97666931152344,102.97666931152344,102.97666931152344,102.97666931152344,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,0.0
2020-07-11,93.06666564941406,103.2613296508789,91.73400115966797,102.97666931152344,350064000.0,1,0,3537510000.0,10767.590087890625,57700.0,35.94742607919383,97.7596664428711,99.32400004069011,0.0,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,102.97666931152344,102.97666931152344,102.97666931152344,102.97666931152344,102.97666931152344,102.97666931152344,99.80400085449219,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,0.0
2020-07-12,93.06666564941406,103.2613296508789,91.73400115966797,102.97666931152344,350064000.0,1,0,3537510000.0,10767.590087890625,57700.0,35.94742607919383,97.7596664428711,99.32400004069011,0.0,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,102.97666931152344,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,102.97666931152344,102.97666931152344,102.97666931152344,102.97666931152344,102.97666931152344,99.80400085449219,101.12000274658203,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,0.0
2020-07-13,110.5999984741211,119.66600036621094,98.0739974975586,99.80400085449219,584781000.0,0,0,4851880000.0,10799.392333984375,87000.0,37.25548921375126,107.0359992980957,105.8479995727539,-3.17266845703125,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,102.18350219726562,101.91911315917969,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,102.48856647198016,102.6745104108538,102.74165683322482,102.91384419356241,102.94510047115496,101.12000274658203,103.06732940673828,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,-0.25309036124465933
2020-07-14,103.73332977294922,106.0,95.4000015258789,101.12000274658203,351271500.0,0,0,4461770000.0,10566.259765625,45700.0,36.604930133728416,101.56333351135254,100.84000142415364,1.3160018920898438,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,101.71933555603027,101.30022430419922,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,102.27801820653428,102.52646206187553,102.62153430828833,102.8783225807509,102.92694029479107,103.06732940673828,100.04266357421875,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,-0.343516101754048
2020-07-15,102.86666870117188,103.33333587646484,97.13333129882812,103.06732940673828,245517000.0,0,0,4647070000.0,10701.28759765625,42800.0,36.58178073703371,101.60016632080078,101.17799886067708,1.94732666015625,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,101.74200057983398,101.3304443359375,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,102.39945069887337,102.57797323757674,102.65455616743277,102.8820652901764,102.92833720137762,100.04266357421875,100.05599975585938,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,-0.25510546855940675
2020-07-16,98.47733306884766,102.11399841308594,97.73332977294922,100.04266357421875,214512000.0,0,0,4277760000.0,10592.57763671875,45100.0,35.46818974025894,99.59183120727539,99.9633305867513,-3.0246658325195312,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,101.00849914550781,101.40999857584636,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,102.03686806431112,102.33651517439979,102.46108264200952,102.82583951362278,102.89962403095812,100.05599975585938,100.05599975585938,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,-0.4242145776983932
2020-07-17,100.89666748046875,102.50066375732422,99.33333587646484,100.05599975585938,139950000.0,0,0,4361480000.0,10634.074951171875,308500.0,35.37095448331671,100.6966667175293,100.62999979654948,0.013336181640625,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,101.07149887084961,101.05533091227214,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,101.73211909378008,102.1193232297769,102.28292835414653,102.77099120158786,102.87132926205167,100.05599975585938,100.05599975585938,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,-0.5508092603664494
2020-07-18,100.89666748046875,102.50066375732422,99.33333587646484,100.05599975585938,139950000.0,1,0,4361480000.0,10634.074951171875,308500.0,35.37095448331671,100.6966667175293,100.62999979654948,0.0,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,100.80549812316895,100.05155436197917,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,101.47425458025381,101.92281623226094,102.11797068019933,102.71722899474176,102.84331603313434,100.05599975585938,109.53333282470703,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,-0.6437160999455216
2020-07-19,100.89666748046875,102.50066375732422,99.33333587646484,100.05599975585938,139950000.0,1,0,4361480000.0,10634.074951171875,308500.0,35.37095448331671,100.6966667175293,100.62999979654948,0.0,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,100.05266571044922,100.05599975585938,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,101.25606153034697,101.74502418688937,101.96523209321118,102.66453138605102,102.8155815428132,109.53333282470703,104.55733489990234,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,-0.709170562864216
2020-07-20,101.267333984375,110.0,99.19999694824219,109.53333282470703,256821000.0,0,0,4314630000.0,10804.614990234375,168500.0,37.01471131692797,105.00016593933105,106.24444325764973,9.477333068847656,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,102.42533302307129,103.2151107788086,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,102.52948788332543,102.48676786668153,102.52583214739606,102.80054725612342,102.88242483915046,104.55733489990234,106.15533447265625,123.18000030517578,123.18000030517578,123.18000030517578,123.18000030517578,0.0036557359293709624
