Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2018-01-02 00:00:00-05:00,74.79048490113115,75.15722851887456,74.64378869759081,74.986083984375,100200,0.0,0.0,0.0
2018-01-03 00:00:00-05:00,75.8662450823978,76.15963745117188,75.57285893140799,76.15963745117188,131500,0.0,0.0,0.0
2018-01-04 00:00:00-05:00,77.13761747507625,77.38210698127247,76.94202462656239,77.08871459960938,97300,0.0,0.0,0.0
2018-01-05 00:00:00-05:00,77.1131683556537,77.89554595947266,77.1131683556537,77.89554595947266,102100,0.0,0.0,0.0
2018-01-08 00:00:00-05:00,78.23784069738352,78.31118568850054,77.72440710620951,78.06669616699219,107067,0.0,0.0,0.0
2018-01-09 00:00:00-05:00,79.0935712226852,79.46030862151663,78.1644973423795,78.53123474121094,128300,0.0,0.0,0.0
2018-01-10 00:00:00-05:00,78.53122189967654,78.53122189967654,77.65104482506679,77.82218933105469,84733,0.0,0.0,0.0
2018-01-11 00:00:00-05:00,77.82219655953605,78.11558894499093,77.62660370849434,78.04224395751953,52633,0.0,0.0,0.0
2018-01-12 00:00:00-05:00,78.82461320714245,79.60699074599395,78.23782849855783,79.5825424194336,97733,0.0,0.0,0.0
2018-01-16 00:00:00-05:00,80.07154176475908,80.60942991534925,78.45788353077361,78.53123474121094,201133,0.0,0.0,0.0
2018-01-17 00:00:00-05:00,78.36008648140258,78.77572674002454,77.77330169694443,78.1889419555664,152967,0.0,0.0,0.0
2018-01-18 00:00:00-05:00,77.50436458508142,77.50436458508142,75.93960916472123,76.1841049194336,139367,0.0,0.0,0.0
2018-01-19 00:00:00-05:00,75.64621195197046,76.01294934301104,74.69268976103696,75.20612335205078,130300,0.0,0.0,0.0
2018-01-22 00:00:00-05:00,75.0349727548749,75.62175750732422,74.74158037865026,75.62175750732422,94767,0.0,0.0,0.0
2018-01-23 00:00:00-05:00,76.28188826671696,77.11316874974979,76.01294421527784,76.94202423095703,109467,0.0,0.0,0.0
2018-01-24 00:00:00-05:00,78.11559324101037,78.77572925348079,77.50436010732832,77.84664916992188,114033,0.0,0.0,0.0
2018-01-25 00:00:00-05:00,78.72682230950186,78.75127063874112,77.91999635568312,78.1400375366211,124333,0.0,0.0,0.0
2018-01-26 00:00:00-05:00,77.87110371820853,77.87110371820853,77.25987058452648,77.84664916992188,51600,0.0,0.0,0.0
2018-01-29 00:00:00-05:00,77.84664166580873,77.84664166580873,77.25986313697649,77.52880096435547,38833,0.0,0.0,0.0
2018-01-30 00:00:00-05:00,76.33078670395493,76.89311688506947,74.74157703421903,75.05941772460938,121733,0.0,0.0,0.0
2018-01-31 00:00:00-05:00,75.303907933626,75.81734142265616,74.2036897612564,74.61932373046875,95533,0.0,0.0,0.0
2018-02-01 00:00:00-05:00,74.64378110607156,75.40171037764858,74.64378110607156,75.35281372070312,46900,0.0,0.0,0.0
2018-02-02 00:00:00-05:00,74.22815236109778,74.32594568193788,72.51670085076212,72.93233489990234,250000,0.0,0.0,0.0
2018-02-05 00:00:00-05:00,71.97880882381246,72.5900419171593,69.65612431265137,69.7294692993164,148167,0.0,0.0,0.0
2018-02-06 00:00:00-05:00,68.01802258296381,70.8541470679536,66.03762697492209,70.70745086669922,146067,0.0,0.0,0.0
2018-02-07 00:00:00-05:00,70.70744878819087,71.73431594900092,70.58520092110831,70.82969665527344,95433,0.0,0.0,0.0
2018-02-08 00:00:00-05:00,70.90304009538997,71.02528795980103,67.60237884521484,67.60237884521484,82333,0.0,0.0,0.0
2018-02-09 00:00:00-05:00,67.72462700551758,68.48255630683595,64.61956481194787,66.59996032714844,142833,0.0,0.0,0.0
2018-02-12 00:00:00-05:00,68.09137304775157,69.63168003518342,67.480139918841,69.06934356689453,61633,0.0,0.0,0.0
2018-02-13 00:00:00-05:00,69.63168079676205,70.75634752785568,69.31384006367504,70.70745086669922,33800,0.0,0.0,0.0
2018-02-14 00:00:00-05:00,69.9739691249314,72.00326137279971,68.67815165784049,71.92991638183594,49733,0.0,0.0,0.0
2018-02-15 00:00:00-05:00,72.44335171212988,73.10348151780076,72.07661431293162,72.81008911132812,45067,0.0,0.0,0.0
2018-02-16 00:00:00-05:00,72.61448474080078,73.03012495374466,72.36999525266869,72.41889190673828,33133,0.0,0.0,0.0
2018-02-20 00:00:00-05:00,72.39444980923479,72.39444980923479,71.51427265353831,71.68541717529297,49667,0.0,0.0,0.0
2018-02-21 00:00:00-05:00,72.54115144935591,73.34797746044094,72.1255111694336,72.1255111694336,31767,0.0,0.0,0.0
2018-02-22 00:00:00-05:00,73.10347707472467,73.91030925237936,72.95678088040424,73.32352447509766,80233,0.0,0.0,0.0
2018-02-23 00:00:00-05:00,74.10590347771145,74.47264086141078,73.81251108363806,74.42374420166016,50200,0.0,0.0,0.0
2018-02-26 00:00:00-05:00,76.33079038410368,76.52638322967,75.01052468651594,75.35281372070312,112900,0.0,0.0,0.0
2018-02-27 00:00:00-05:00,74.64378583873477,74.81493658446433,73.47022247314453,73.47022247314453,60133,0.0,0.0,0.0
2018-02-28 00:00:00-05:00,75.40171515836703,75.40171515836703,73.25017506736928,73.47022247314453,69700,0.0,0.0,0.0
2018-03-01 00:00:00-05:00,72.95678297141745,73.83696016256677,72.2966531869479,72.83454132080078,71533,0.0,0.0,0.0
2018-03-02 00:00:00-05:00,72.37000093174682,73.05457901357838,71.34312759121491,72.95677947998047,48333,0.0,0.0,0.0
2018-03-05 00:00:00-05:00,72.3700008010739,73.32352293523954,72.1255050764129,72.90788269042969,26400,0.0,0.0,0.0
2018-03-06 00:00:00-05:00,73.44577958756614,74.3259506225586,73.34798004244017,74.3259506225586,28067,0.0,0.0,0.0
2018-03-07 00:00:00-05:00,73.07902914846984,73.47022107474403,72.63894056308064,73.10347747802734,27367,0.0,0.0,0.0
2018-03-08 00:00:00-05:00,73.17683231079776,73.25017730310492,72.66339871129261,73.03013610839844,21067,0.0,0.0,0.0
2018-03-09 00:00:00-05:00,72.71230095016129,73.73917444572201,72.68785261751695,73.56802368164062,34433,0.0,0.0,0.0
2018-03-12 00:00:00-04:00,73.88586050860512,74.20370122488615,73.5191169159684,73.91030883789062,41467,0.0,0.0,0.0
2018-03-13 00:00:00-04:00,74.17924316717146,74.69268292900664,73.10347320502858,73.299072265625,49667,0.0,0.0,0.0
2018-03-14 00:00:00-04:00,74.71712700185505,74.96162270478392,74.13034228905299,74.59487915039062,38467,0.0,0.0,0.0
2018-03-15 00:00:00-04:00,74.91272346306009,75.01052299252684,74.37484159545376,74.52153778076172,21767,0.0,0.0,0.0
2018-03-16 00:00:00-04:00,73.4457724827424,73.59246867734795,72.98123556945563,73.00568389892578,53867,0.0,0.0,0.0
2018-03-19 00:00:00-04:00,72.81008914497319,72.9567853482773,72.00326313569316,72.44335174560547,27567,0.0,0.0,0.0
2018-03-20 00:00:00-04:00,72.12551175312446,72.41890416276335,71.5876235961914,71.5876235961914,26933,0.0,0.0,0.0
2018-03-21 00:00:00-04:00,71.24532244243849,72.14994784912139,70.92748175552657,72.05215454101562,30633,0.0,0.0,0.0
2018-03-22 00:00:00-04:00,71.4409262584268,71.63651910546601,70.31625339793625,70.58519744873047,35333,0.0,0.0,0.0
2018-03-23 00:00:00-04:00,69.28938538473354,69.53388112562509,67.50458886025118,67.79798126220703,64800,0.0,0.0,0.0
2018-03-26 00:00:00-04:00,69.06934121707054,69.90061550828257,68.60480430361402,69.46053314208984,22433,0.0,0.0,0.0
2018-03-27 00:00:00-04:00,69.92505892920035,70.09620342610637,68.67813836411291,68.89818572998047,32200,0.0,0.0,0.0
2018-03-28 00:00:00-04:00,67.77352424047507,67.84686922266586,66.28211409142033,66.84444427490234,66567,0.0,0.0,0.0
2018-03-29 00:00:00-04:00,67.4067799510039,68.45810154225113,66.91779475497322,68.01801300048828,35133,0.0,0.0,0.0
2018-04-02 00:00:00-04:00,67.84687144446482,67.84687144446482,65.69533151409914,66.0376205444336,33833,0.0,0.0,0.0
2018-04-03 00:00:00-04:00,66.77110886756807,66.96670173257537,66.1354273929555,66.67330932617188,11467,0.0,0.0,0.0
2018-04-04 00:00:00-04:00,64.98629712123562,66.1109699296852,63.98387838598229,65.89092254638672,53967,0.0,0.0,0.0
2018-04-05 00:00:00-04:00,65.49973879627764,67.08894231000819,65.40193926551561,65.71977996826172,39833,0.0,0.0,0.0
2018-04-06 00:00:00-04:00,65.30414540119659,66.25767380995701,64.91295967977406,65.5241928100586,43867,0.0,0.0,0.0
2018-04-09 00:00:00-04:00,66.01318013407692,66.4777170789016,65.76868438720703,65.76868438720703,43033,0.0,0.0,0.0
2018-04-10 00:00:00-04:00,67.87132235571308,68.75149951102898,67.74907449228843,68.50700378417969,28267,0.0,0.0,0.0
2018-04-11 00:00:00-04:00,68.31141441609171,68.9226475465928,68.23806942496834,68.384765625,23867,0.0,0.0,0.0
2018-04-12 00:00:00-04:00,67.60238438874796,68.0669213373752,67.23564698322626,67.7246322631836,21567,0.0,0.0,0.0
2018-04-13 00:00:00-04:00,68.31140704867016,68.70259894582598,67.96911802477398,68.11581420898438,19000,0.0,0.0,0.0
2018-04-16 00:00:00-04:00,68.89820295032625,69.43608490107088,68.48256265807906,68.72705841064453,16100,0.0,0.0,0.0
2018-04-17 00:00:00-04:00,67.26008580401859,67.72462268696059,67.23563747614548,67.5290298461914,41300,0.0,0.0,0.0
2018-04-18 00:00:00-04:00,68.53145184490904,69.04489162572477,68.43365852878001,68.77594757080078,26900,0.0,0.0,0.0
2018-04-19 00:00:00-04:00,69.5827714285429,69.97396333466709,69.09378620922595,69.26493072509766,21267,0.0,0.0,0.0
2018-04-20 00:00:00-04:00,68.75150494781221,68.75150494781221,67.8224310607703,68.58036041259766,29333,0.0,0.0,0.0
2018-04-23 00:00:00-04:00,68.21361167658979,68.48255573366124,67.74907476791395,67.87132263183594,14233,0.0,0.0,0.0
2018-04-24 00:00:00-04:00,68.65369816054145,69.06933839807589,67.6512793861039,67.99356842041016,11600,0.0,0.0,0.0
2018-04-25 00:00:00-04:00,67.35789101792469,67.57793220513723,66.99114741552403,67.33344268798828,14800,0.0,0.0,0.0
2018-04-26 00:00:00-04:00,67.0889452955457,67.0889452955457,66.69775337287346,66.86890411376953,23400,0.0,0.0,0.0
2018-04-27 00:00:00-04:00,67.01560820447764,67.30899440882278,66.79556077898704,66.96670532226562,19467,0.0,0.0,0.0
2018-04-30 00:00:00-04:00,67.23563589511754,67.60237324015905,66.74665069580078,66.74665069580078,23967,0.0,0.0,0.0
2018-05-01 00:00:00-04:00,66.47770702519922,66.62440320757865,65.59752993092263,66.15986633300781,48333,0.0,0.0,0.0
2018-05-02 00:00:00-04:00,66.6244107375334,67.35789173232928,66.4288178781828,66.47771453857422,34967,0.0,0.0,0.0
2018-05-03 00:00:00-04:00,66.79555358630363,66.79555358630363,65.89092808511064,66.37991333007812,33267,0.0,0.0,0.0
2018-05-04 00:00:00-04:00,65.9642826057062,66.99114980639268,65.86648306468533,66.57551574707031,17133,0.0,0.0,0.0
2018-05-07 00:00:00-04:00,67.0400563591664,67.84688240899618,67.0400563591664,67.2845458984375,31533,0.0,0.0,0.0
2018-05-08 00:00:00-04:00,66.86890647506031,66.86890647506031,66.2576733490279,66.47771453857422,14667,0.0,0.0,0.0
2018-05-09 00:00:00-04:00,66.30656793839394,66.69775364487681,66.28211960896184,66.59996032714844,14267,0.0,0.0,0.0
2018-05-10 00:00:00-04:00,67.08893767298609,67.62682572832317,66.91779316931992,67.23563385009766,15867,0.0,0.0,0.0
2018-05-11 00:00:00-04:00,68.28696608571725,68.65370347690393,68.01802201602838,68.384765625,17833,0.0,0.0,0.0
2018-05-14 00:00:00-04:00,68.04247696236993,68.28697272545739,67.3823471069336,67.3823471069336,24367,0.0,0.0,0.0
2018-05-15 00:00:00-04:00,66.59996407787928,66.59996407787928,66.01317926732412,66.57551574707031,28033,0.0,0.0,0.0
2018-05-16 00:00:00-04:00,66.82000495497712,67.33344477066217,66.72221163220665,67.21119689941406,22767,0.0,0.0,0.0
2018-05-17 00:00:00-04:00,67.79797750559847,68.45810726452963,67.57793010743165,68.18916320800781,18033,0.0,0.0,0.0
2018-05-18 00:00:00-04:00,67.67572964941924,68.01801869351148,67.55348178573355,67.82242584228516,17867,0.0,0.0,0.0
2018-05-21 00:00:00-04:00,68.3847636775926,68.67814985151617,68.31141247077313,68.555908203125,9733,0.0,0.0,0.0
2018-05-22 00:00:00-04:00,68.26251090646625,68.26251090646625,67.3578854666642,67.57792663574219,17200,0.0,0.0,0.0
2018-05-23 00:00:00-04:00,65.81757364567099,66.15986264622073,65.05964444857723,65.4997329711914,30833,0.0,0.0,0.0
2018-05-24 00:00:00-04:00,64.96185484568171,65.1085510422858,64.08167766605717,64.74181365966797,25967,0.0,0.0,0.0
2018-05-25 00:00:00-04:00,63.519348448430144,63.519348448430144,62.39467551712249,62.8836669921875,45933,0.0,0.0,0.0
