Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-01-02 00:00:00-05:00,6431.58984375,6513.02001953125,6417.75,6511.33984375,1929700000,0.0,0.0
2018-01-03 00:00:00-05:00,6520.02978515625,6579.25,6519.259765625,6575.7998046875,2173130000,0.0,0.0
2018-01-04 00:00:00-05:00,6595.75,6603.169921875,6576.919921875,6584.580078125,2103220000,0.0,0.0
2018-01-05 00:00:00-05:00,6613.1298828125,6654.97998046875,6605.02978515625,6653.2900390625,2024000000,0.0,0.0
2018-01-08 00:00:00-05:00,6651.68017578125,6680.31982421875,6649.2001953125,6676.6298828125,2055010000,0.0,0.0
2018-01-09 00:00:00-05:00,6692.8701171875,6696.1201171875,6658.27001953125,6677.93994140625,2155810000,0.0,0.0
2018-01-10 00:00:00-05:00,6640.66015625,6663.509765625,6619.35009765625,6662.66015625,2132430000,0.0,0.0
2018-01-11 00:00:00-05:00,6675.68994140625,6708.490234375,6664.740234375,6708.490234375,2015170000,0.0,0.0
2018-01-12 00:00:00-05:00,6699.31982421875,6763.97998046875,6695.52001953125,6758.5400390625,1986600000,0.0,0.0
2018-01-16 00:00:00-05:00,6807.85009765625,6835.7900390625,6719.10986328125,6737.14013671875,2399790000,0.0,0.0
2018-01-17 00:00:00-05:00,6767.85009765625,6820.0400390625,6738.4501953125,6810.27978515625,2245910000,0.0,0.0
2018-01-18 00:00:00-05:00,6804.58984375,6826.7900390625,6784.72021484375,6811.3798828125,2037410000,0.0,0.0
2018-01-19 00:00:00-05:00,6829.0400390625,6843.240234375,6801.58984375,6834.330078125,2005470000,0.0,0.0
2018-01-22 00:00:00-05:00,6829.5498046875,6906.27978515625,6822.85009765625,6906.27978515625,2118310000,0.0,0.0
2018-01-23 00:00:00-05:00,6928.27001953125,6969.39990234375,6926.3701171875,6963.4599609375,2135840000,0.0,0.0
2018-01-24 00:00:00-05:00,6975.3798828125,6992.91015625,6880.68017578125,6919.35009765625,2287320000,0.0,0.0
2018-01-25 00:00:00-05:00,6965.009765625,6967.60009765625,6894.83984375,6916.2998046875,2081380000,0.0,0.0
2018-01-26 00:00:00-05:00,6956.66015625,7022.97021484375,6941.47998046875,7022.97021484375,2080700000,0.0,0.0
2018-01-29 00:00:00-05:00,7000.68017578125,7020.64013671875,6974.7001953125,6988.31982421875,2114420000,0.0,0.0
2018-01-30 00:00:00-05:00,6910.39013671875,6958.7900390625,6894.6298828125,6930.72998046875,2183420000,0.0,0.0
2018-01-31 00:00:00-05:00,6972.81005859375,6983.60986328125,6915.47998046875,6949.990234375,2428990000,0.0,0.0
2018-02-01 00:00:00-05:00,6910.56982421875,6970.77001953125,6879.02001953125,6901.5,2311180000,0.0,0.0
2018-02-02 00:00:00-05:00,6866.3798828125,6889.06982421875,6756.5400390625,6760.2900390625,2607160000,0.0,0.0
2018-02-05 00:00:00-05:00,6687.47021484375,6807.9599609375,6495.39013671875,6495.919921875,3143210000,0.0,0.0
2018-02-06 00:00:00-05:00,6378.60009765625,6673.41015625,6370.47998046875,6665.97998046875,3148270000,0.0,0.0
2018-02-07 00:00:00-05:00,6632.97998046875,6716.25,6581.3798828125,6582.02001953125,2380020000,0.0,0.0
2018-02-08 00:00:00-05:00,6595.81005859375,6606.0498046875,6304.18017578125,6306.10009765625,2730740000,0.0,0.0
2018-02-09 00:00:00-05:00,6395.16015625,6453.43017578125,6164.43017578125,6412.68017578125,3165330000,0.0,0.0
2018-02-12 00:00:00-05:00,6477.0400390625,6565.27978515625,6424.2998046875,6523.85009765625,2250650000,0.0,0.0
2018-02-13 00:00:00-05:00,6482.77001953125,6567.6201171875,6478.41015625,6553.85986328125,1830320000,0.0,0.0
2018-02-14 00:00:00-05:00,6523.259765625,6684.14990234375,6520.39013671875,6675.02978515625,2217630000,0.0,0.0
2018-02-15 00:00:00-05:00,6734.33984375,6795.919921875,6665.919921875,6794.919921875,2124060000,0.0,0.0
2018-02-16 00:00:00-05:00,6778.27978515625,6840.60009765625,6758.509765625,6770.66015625,2037710000,0.0,0.0
2018-02-20 00:00:00-05:00,6742.14990234375,6838.0,6740.47998046875,6779.68994140625,1921870000,0.0,0.0
2018-02-21 00:00:00-05:00,6808.60009765625,6879.47021484375,6759.22021484375,6759.259765625,1956120000,0.0,0.0
2018-02-22 00:00:00-05:00,6793.080078125,6826.009765625,6744.0498046875,6761.85009765625,1927580000,0.0,0.0
2018-02-23 00:00:00-05:00,6816.43017578125,6897.52978515625,6789.02978515625,6896.60009765625,1887540000,0.0,0.0
2018-02-26 00:00:00-05:00,6933.81982421875,6989.35986328125,6927.4599609375,6989.10009765625,1876560000,0.0,0.0
2018-02-27 00:00:00-05:00,6984.830078125,7003.1298828125,6900.35009765625,6900.35009765625,2162250000,0.0,0.0
2018-02-28 00:00:00-05:00,6945.2001953125,6964.16015625,6854.419921875,6854.419921875,2384940000,0.0,0.0
2018-03-01 00:00:00-05:00,6862.93994140625,6892.3798828125,6687.43994140625,6750.5400390625,2499010000,0.0,0.0
2018-03-02 00:00:00-05:00,6661.91015625,6820.3701171875,6645.02978515625,6811.0400390625,2291480000,0.0,0.0
